"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor-model-11-5.nlogo"
"Figure 12.2"
"04/21/2025 23:45:31:464 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-19","19","-19","19"
"[run number]","investors-n","wealth-start","profit-mean","risk-of-failing-max","decision-time-horizon","investors-color","businesses-color-positive","businesses-color-negative","failed-businesses-color","[step]","mean [risk-of-failing] of turtles-on patches"
"22","25","0","5000","0.1","25","25","105","15","9","24","0.020416138575324476"
"19","25","0","5000","0.1","5","25","105","15","9","44","0.013895113231745651"
"25","25","0","5000","0.1","25","25","105","15","9","9","0.02044305880217554"
"21","25","0","5000","0.1","25","25","105","15","9","41","0.015854763524084648"
"24","25","0","5000","0.1","25","25","105","15","9","18","0.0197002183599376"
"26","25","0","5000","0.1","25","25","105","15","9","1","0.025904194247870018"
"21","25","0","5000","0.1","25","25","105","15","9","42","0.015854763524084648"
"25","25","0","5000","0.1","25","25","105","15","9","10","0.020721046610603176"
"19","25","0","5000","0.1","5","25","105","15","9","45","0.01553407728889508"
"23","25","0","5000","0.1","25","25","105","15","9","16","0.02199753418957082"
"22","25","0","5000","0.1","25","25","105","15","9","25","0.0151112111678525"
"24","25","0","5000","0.1","25","25","105","15","9","19","0.0197002183599376"
"28","25","0","5000","0.1","25","25","105","15","9","0","0.04449832789976198"
"21","25","0","5000","0.1","25","25","105","15","9","43","0.015854763524084648"
"26","25","0","5000","0.1","25","25","105","15","9","2","0.02271711519258676"
"19","25","0","5000","0.1","5","25","105","15","9","46","0.015863339340637134"
"24","25","0","5000","0.1","25","25","105","15","9","20","0.020104394124935"
"21","25","0","5000","0.1","25","25","105","15","9","44","0.015854763524084648"
"26","25","0","5000","0.1","25","25","105","15","9","3","0.02224483050925145"
"19","25","0","5000","0.1","5","25","105","15","9","47","0.015863339340637134"
"23","25","0","5000","0.1","25","25","105","15","9","17","0.021455248207980643"
"19","25","0","5000","0.1","5","25","105","15","9","48","0.015863339340637134"
"22","25","0","5000","0.1","25","25","105","15","9","26","0.01527531392553523"
"21","25","0","5000","0.1","25","25","105","15","9","45","0.015854763524084648"
"25","25","0","5000","0.1","25","25","105","15","9","11","0.021485401566667343"
"24","25","0","5000","0.1","25","25","105","15","9","21","0.020104394124935"
"27","25","0","5000","0.1","25","25","105","15","9","0","0.0459122838158857"
"28","25","0","5000","0.1","25","25","105","15","9","1","0.023071348269431358"
"21","25","0","5000","0.1","25","25","105","15","9","46","0.016960608266847955"
"24","25","0","5000","0.1","25","25","105","15","9","22","0.01810610414829277"
"26","25","0","5000","0.1","25","25","105","15","9","4","0.020844795609878588"
"24","25","0","5000","0.1","25","25","105","15","9","23","0.018201695928102418"
"21","25","0","5000","0.1","25","25","105","15","9","47","0.014470517039272213"
"26","25","0","5000","0.1","25","25","105","15","9","5","0.020830150245363353"
"22","25","0","5000","0.1","25","25","105","15","9","27","0.01588655781620294"
"28","25","0","5000","0.1","25","25","105","15","9","2","0.02262726949771994"
"24","25","0","5000","0.1","25","25","105","15","9","24","0.017487437203881268"
"27","25","0","5000","0.1","25","25","105","15","9","1","0.025700972848753913"
"19","25","0","5000","0.1","5","25","105","15","9","49","0.015863339340637134"
"25","25","0","5000","0.1","25","25","105","15","9","12","0.02169639471268198"
"19","25","0","5000","0.1","5","25","105","15","9","50","0.016107645146497016"
"23","25","0","5000","0.1","25","25","105","15","9","18","0.022871030261463535"
"24","25","0","5000","0.1","25","25","105","15","9","25","0.018097636487438423"
"26","25","0","5000","0.1","25","25","105","15","9","6","0.02183785748760904"
"27","25","0","5000","0.1","25","25","105","15","9","2","0.02180265586517135"
"21","25","0","5000","0.1","25","25","105","15","9","48","0.015142402913191688"
"22","25","0","5000","0.1","25","25","105","15","9","28","0.016987592464435"
"24","25","0","5000","0.1","25","25","105","15","9","26","0.018097636487438423"
"28","25","0","5000","0.1","25","25","105","15","9","3","0.022201885485832146"
"23","25","0","5000","0.1","25","25","105","15","9","19","0.021660671448721743"
"21","25","0","5000","0.1","25","25","105","15","9","49","0.01263648284556417"
"25","25","0","5000","0.1","25","25","105","15","9","13","0.02169639471268198"
"27","25","0","5000","0.1","25","25","105","15","9","3","0.020207178812285256"
"24","25","0","5000","0.1","25","25","105","15","9","27","0.015884985736243903"
"28","25","0","5000","0.1","25","25","105","15","9","4","0.022122585229481045"
"22","25","0","5000","0.1","25","25","105","15","9","29","0.016888412869218588"
"21","25","0","5000","0.1","25","25","105","15","9","50","0.015231995636484214"
"23","25","0","5000","0.1","25","25","105","15","9","20","0.022946936492565465"
"28","25","0","5000","0.1","25","25","105","15","9","5","0.021004572097143247"
"27","25","0","5000","0.1","25","25","105","15","9","4","0.01847773481048819"
"26","25","0","5000","0.1","25","25","105","15","9","7","0.021500280875971212"
"24","25","0","5000","0.1","25","25","105","15","9","28","0.017487437203881268"
"22","25","0","5000","0.1","25","25","105","15","9","30","0.016888412869218588"
"23","25","0","5000","0.1","25","25","105","15","9","21","0.021803516168772918"
"25","25","0","5000","0.1","25","25","105","15","9","14","0.020244635101027905"
"26","25","0","5000","0.1","25","25","105","15","9","8","0.022511762824726222"
"24","25","0","5000","0.1","25","25","105","15","9","29","0.017005555308353692"
"28","25","0","5000","0.1","25","25","105","15","9","6","0.021488832091226474"
"22","25","0","5000","0.1","25","25","105","15","9","31","0.0197699156461801"
"23","25","0","5000","0.1","25","25","105","15","9","22","0.02001174457439439"
"27","25","0","5000","0.1","25","25","105","15","9","5","0.018477734810488186"
"24","25","0","5000","0.1","25","25","105","15","9","30","0.01529700141801394"
"26","25","0","5000","0.1","25","25","105","15","9","9","0.024054225464194685"
"22","25","0","5000","0.1","25","25","105","15","9","32","0.017337015646182088"
"24","25","0","5000","0.1","25","25","105","15","9","31","0.013197413933893969"
"23","25","0","5000","0.1","25","25","105","15","9","23","0.020011744574394395"
"24","25","0","5000","0.1","25","25","105","15","9","32","0.01460306189678895"
"24","25","0","5000","0.1","25","25","105","15","9","33","0.013255568588280791"
"26","25","0","5000","0.1","25","25","105","15","9","10","0.023230553990756988"
"28","25","0","5000","0.1","25","25","105","15","9","7","0.02277848114434864"
"27","25","0","5000","0.1","25","25","105","15","9","6","0.016769472434223564"
"22","25","0","5000","0.1","25","25","105","15","9","33","0.017337015646182084"
"25","25","0","5000","0.1","25","25","105","15","9","15","0.02225752346551102"
"26","25","0","5000","0.1","25","25","105","15","9","11","0.022339736308417384"
"28","25","0","5000","0.1","25","25","105","15","9","8","0.021660152073199743"
"24","25","0","5000","0.1","25","25","105","15","9","34","0.0134422169466809"
"22","25","0","5000","0.1","25","25","105","15","9","34","0.016200947604980417"
"23","25","0","5000","0.1","25","25","105","15","9","24","0.017099491461381854"
"26","25","0","5000","0.1","25","25","105","15","9","12","0.02018971348293414"
"28","25","0","5000","0.1","25","25","105","15","9","9","0.02166015207319974"
"27","25","0","5000","0.1","25","25","105","15","9","7","0.019691992726417654"
"28","25","0","5000","0.1","25","25","105","15","9","10","0.021660152073199743"
"24","25","0","5000","0.1","25","25","105","15","9","35","0.013442216946680897"
"22","25","0","5000","0.1","25","25","105","15","9","35","0.014576031070721406"
"25","25","0","5000","0.1","25","25","105","15","9","16","0.023226851084880446"
"23","25","0","5000","0.1","25","25","105","15","9","25","0.01964094382394519"
"28","25","0","5000","0.1","25","25","105","15","9","11","0.02166015207319974"
"26","25","0","5000","0.1","25","25","105","15","9","13","0.02010101774810479"
"27","25","0","5000","0.1","25","25","105","15","9","8","0.018663491485377298"
"23","25","0","5000","0.1","25","25","105","15","9","26","0.019928177073038924"
"26","25","0","5000","0.1","25","25","105","15","9","14","0.01888828262479758"
"24","25","0","5000","0.1","25","25","105","15","9","36","0.013442216946680898"
"25","25","0","5000","0.1","25","25","105","15","9","17","0.023194725426593777"
"23","25","0","5000","0.1","25","25","105","15","9","27","0.020699082977922872"
"22","25","0","5000","0.1","25","25","105","15","9","36","0.016865233967987604"
"27","25","0","5000","0.1","25","25","105","15","9","9","0.01779386142777632"
"28","25","0","5000","0.1","25","25","105","15","9","12","0.019920341416128168"
"29","25","0","5000","0.1","25","25","105","15","9","0","0.05070278518576979"
"30","25","0","5000","0.1","25","25","105","15","9","0","0.05361250959723963"
"23","25","0","5000","0.1","25","25","105","15","9","28","0.019639798651469455"
"26","25","0","5000","0.1","25","25","105","15","9","15","0.01888828262479758"
"24","25","0","5000","0.1","25","25","105","15","9","37","0.013442216946680898"
"25","25","0","5000","0.1","25","25","105","15","9","18","0.024296752813809677"
"28","25","0","5000","0.1","25","25","105","15","9","13","0.015350592553067347"
"22","25","0","5000","0.1","25","25","105","15","9","37","0.01857719131486474"
"23","25","0","5000","0.1","25","25","105","15","9","29","0.018522052414349798"
"29","25","0","5000","0.1","25","25","105","15","9","1","0.020924012261446096"
"28","25","0","5000","0.1","25","25","105","15","9","14","0.017786731338991654"
"22","25","0","5000","0.1","25","25","105","15","9","38","0.01659988360987022"
"25","25","0","5000","0.1","25","25","105","15","9","19","0.025214261560770116"
"26","25","0","5000","0.1","25","25","105","15","9","16","0.01888828262479758"
"27","25","0","5000","0.1","25","25","105","15","9","10","0.018578563307446793"
"23","25","0","5000","0.1","25","25","105","15","9","30","0.01766043690265031"
"28","25","0","5000","0.1","25","25","105","15","9","15","0.016321277735285526"
"24","25","0","5000","0.1","25","25","105","15","9","38","0.013442216946680898"
"30","25","0","5000","0.1","25","25","105","15","9","1","0.03060529743446599"
"22","25","0","5000","0.1","25","25","105","15","9","39","0.01619433087315243"
"25","25","0","5000","0.1","25","25","105","15","9","20","0.025415518331662407"
"29","25","0","5000","0.1","25","25","105","15","9","2","0.023637599854443452"
"23","25","0","5000","0.1","25","25","105","15","9","31","0.020663575223834458"
"28","25","0","5000","0.1","25","25","105","15","9","16","0.01675244089266621"
"27","25","0","5000","0.1","25","25","105","15","9","11","0.01737826262133355"
"26","25","0","5000","0.1","25","25","105","15","9","17","0.018757415800748124"
"22","25","0","5000","0.1","25","25","105","15","9","40","0.0175172456309379"
"24","25","0","5000","0.1","25","25","105","15","9","39","0.013442216946680898"
"23","25","0","5000","0.1","25","25","105","15","9","32","0.021267391618850103"
"28","25","0","5000","0.1","25","25","105","15","9","17","0.014928743863142418"
"27","25","0","5000","0.1","25","25","105","15","9","12","0.018316775586107326"
"29","25","0","5000","0.1","25","25","105","15","9","3","0.02258757245429233"
"30","25","0","5000","0.1","25","25","105","15","9","2","0.028863839059256442"
"23","25","0","5000","0.1","25","25","105","15","9","33","0.018742282576083364"
"26","25","0","5000","0.1","25","25","105","15","9","18","0.01968862531617654"
"28","25","0","5000","0.1","25","25","105","15","9","18","0.016225920375151096"
"24","25","0","5000","0.1","25","25","105","15","9","40","0.0134422169466809"
"22","25","0","5000","0.1","25","25","105","15","9","41","0.01817090558109485"
"25","25","0","5000","0.1","25","25","105","15","9","21","0.027632286668449874"
"27","25","0","5000","0.1","25","25","105","15","9","13","0.01928423577525439"
"23","25","0","5000","0.1","25","25","105","15","9","34","0.02147790631566529"
"29","25","0","5000","0.1","25","25","105","15","9","4","0.02258757245429233"
"26","25","0","5000","0.1","25","25","105","15","9","19","0.0221484145399033"
"24","25","0","5000","0.1","25","25","105","15","9","41","0.013412977893042024"
"28","25","0","5000","0.1","25","25","105","15","9","19","0.016225920375151096"
"29","25","0","5000","0.1","25","25","105","15","9","5","0.021096835726286272"
"23","25","0","5000","0.1","25","25","105","15","9","35","0.022851617822908173"
"30","25","0","5000","0.1","25","25","105","15","9","3","0.023611058201966822"
"29","25","0","5000","0.1","25","25","105","15","9","6","0.02109683572628628"
"26","25","0","5000","0.1","25","25","105","15","9","20","0.020023848742586767"
"25","25","0","5000","0.1","25","25","105","15","9","22","0.025044256033874435"
"29","25","0","5000","0.1","25","25","105","15","9","7","0.021096835726286275"
"24","25","0","5000","0.1","25","25","105","15","9","42","0.013524215679585979"
"23","25","0","5000","0.1","25","25","105","15","9","36","0.020359804074634908"
"29","25","0","5000","0.1","25","25","105","15","9","8","0.02006388164214133"
"22","25","0","5000","0.1","25","25","105","15","9","42","0.01817090558109485"
"25","25","0","5000","0.1","25","25","105","15","9","23","0.028198781884195567"
"26","25","0","5000","0.1","25","25","105","15","9","21","0.02309478177997064"
"27","25","0","5000","0.1","25","25","105","15","9","14","0.017454005998970647"
"30","25","0","5000","0.1","25","25","105","15","9","4","0.024786186968261473"
"28","25","0","5000","0.1","25","25","105","15","9","20","0.016225920375151096"
"24","25","0","5000","0.1","25","25","105","15","9","43","0.013702673852689006"
"23","25","0","5000","0.1","25","25","105","15","9","37","0.021298809351125058"
"25","25","0","5000","0.1","25","25","105","15","9","24","0.026401073364692076"
"29","25","0","5000","0.1","25","25","105","15","9","9","0.022676442319746016"
"26","25","0","5000","0.1","25","25","105","15","9","22","0.022402335565843447"
"30","25","0","5000","0.1","25","25","105","15","9","5","0.02478618696826148"
"22","25","0","5000","0.1","25","25","105","15","9","43","0.01876261529948388"
"24","25","0","5000","0.1","25","25","105","15","9","44","0.013702673852689005"
"29","25","0","5000","0.1","25","25","105","15","9","10","0.0207416463707926"
"25","25","0","5000","0.1","25","25","105","15","9","25","0.023696095155993916"
"24","25","0","5000","0.1","25","25","105","15","9","45","0.013702673852689003"
"23","25","0","5000","0.1","25","25","105","15","9","38","0.021769593074088597"
"29","25","0","5000","0.1","25","25","105","15","9","11","0.020676312002130003"
"27","25","0","5000","0.1","25","25","105","15","9","15","0.018492037571335676"
"22","25","0","5000","0.1","25","25","105","15","9","44","0.020438410920402595"
"29","25","0","5000","0.1","25","25","105","15","9","12","0.019509555667291144"
"28","25","0","5000","0.1","25","25","105","15","9","21","0.015412463399618543"
"26","25","0","5000","0.1","25","25","105","15","9","23","0.021059295080663638"
"24","25","0","5000","0.1","25","25","105","15","9","46","0.01298403504844682"
"30","25","0","5000","0.1","25","25","105","15","9","6","0.020599304917926626"
"25","25","0","5000","0.1","25","25","105","15","9","26","0.023696095155993923"
"29","25","0","5000","0.1","25","25","105","15","9","13","0.01806560341227989"
"30","25","0","5000","0.1","25","25","105","15","9","7","0.021040942622840234"
"22","25","0","5000","0.1","25","25","105","15","9","45","0.015566763128646749"
"27","25","0","5000","0.1","25","25","105","15","9","16","0.01626642553537731"
"24","25","0","5000","0.1","25","25","105","15","9","47","0.013938691468521747"
"28","25","0","5000","0.1","25","25","105","15","9","22","0.01808447800789118"
"25","25","0","5000","0.1","25","25","105","15","9","27","0.024110616251313735"
"29","25","0","5000","0.1","25","25","105","15","9","14","0.015820038688218283"
"22","25","0","5000","0.1","25","25","105","15","9","46","0.019238909428622827"
"26","25","0","5000","0.1","25","25","105","15","9","24","0.022824653462925455"
"30","25","0","5000","0.1","25","25","105","15","9","8","0.02103163558131349"
"23","25","0","5000","0.1","25","25","105","15","9","39","0.02236553743651489"
"24","25","0","5000","0.1","25","25","105","15","9","48","0.015295003012069259"
"27","25","0","5000","0.1","25","25","105","15","9","17","0.01728814024039424"
"29","25","0","5000","0.1","25","25","105","15","9","15","0.0165750908516639"
"28","25","0","5000","0.1","25","25","105","15","9","23","0.020108213056069083"
"30","25","0","5000","0.1","25","25","105","15","9","9","0.02299803794250481"
"24","25","0","5000","0.1","25","25","105","15","9","49","0.015295003012069262"
"23","25","0","5000","0.1","25","25","105","15","9","40","0.022365537436514885"
"28","25","0","5000","0.1","25","25","105","15","9","24","0.017761098887575537"
"27","25","0","5000","0.1","25","25","105","15","9","18","0.017591812750410673"
"25","25","0","5000","0.1","25","25","105","15","9","28","0.026666239008699983"
"24","25","0","5000","0.1","25","25","105","15","9","50","0.01508320289158649"
"26","25","0","5000","0.1","25","25","105","15","9","25","0.0222413169073647"
"22","25","0","5000","0.1","25","25","105","15","9","47","0.020132489567974213"
"30","25","0","5000","0.1","25","25","105","15","9","10","0.022225533669973332"
"29","25","0","5000","0.1","25","25","105","15","9","16","0.0165750908516639"
"25","25","0","5000","0.1","25","25","105","15","9","29","0.026026535016644602"
"28","25","0","5000","0.1","25","25","105","15","9","25","0.019843005023511304"
"23","25","0","5000","0.1","25","25","105","15","9","41","0.02236553743651489"
"29","25","0","5000","0.1","25","25","105","15","9","17","0.015567517471589777"
"27","25","0","5000","0.1","25","25","105","15","9","19","0.016444747560519564"
"22","25","0","5000","0.1","25","25","105","15","9","48","0.01798771668230939"
"26","25","0","5000","0.1","25","25","105","15","9","26","0.025150104632277875"
"30","25","0","5000","0.1","25","25","105","15","9","11","0.022225533669973343"
"28","25","0","5000","0.1","25","25","105","15","9","26","0.018214349820960426"
"23","25","0","5000","0.1","25","25","105","15","9","42","0.020683790220097455"
"29","25","0","5000","0.1","25","25","105","15","9","18","0.016556516460686246"
"25","25","0","5000","0.1","25","25","105","15","9","30","0.026026535016644602"
"27","25","0","5000","0.1","25","25","105","15","9","20","0.018202986796263566"
"30","25","0","5000","0.1","25","25","105","15","9","12","0.020580343544854388"
"22","25","0","5000","0.1","25","25","105","15","9","49","0.01666273079314603"
"26","25","0","5000","0.1","25","25","105","15","9","27","0.020279546029869092"
"28","25","0","5000","0.1","25","25","105","15","9","27","0.01510414326819553"
"29","25","0","5000","0.1","25","25","105","15","9","19","0.016044581460794922"
"25","25","0","5000","0.1","25","25","105","15","9","31","0.026694307309004798"
"23","25","0","5000","0.1","25","25","105","15","9","43","0.020683790220097455"
"22","25","0","5000","0.1","25","25","105","15","9","50","0.016940344576193783"
"28","25","0","5000","0.1","25","25","105","15","9","28","0.015104143268195534"
"30","25","0","5000","0.1","25","25","105","15","9","13","0.020580343544854395"
"29","25","0","5000","0.1","25","25","105","15","9","20","0.015408937585487711"
"27","25","0","5000","0.1","25","25","105","15","9","21","0.018544777912774545"
"26","25","0","5000","0.1","25","25","105","15","9","28","0.025367923592707613"
"28","25","0","5000","0.1","25","25","105","15","9","29","0.015104143268195534"
"25","25","0","5000","0.1","25","25","105","15","9","32","0.02480358825072296"
"28","25","0","5000","0.1","25","25","105","15","9","30","0.015104143268195534"
"30","25","0","5000","0.1","25","25","105","15","9","14","0.016875193083308437"
"26","25","0","5000","0.1","25","25","105","15","9","29","0.02403086733927897"
"28","25","0","5000","0.1","25","25","105","15","9","31","0.01510414326819553"
"29","25","0","5000","0.1","25","25","105","15","9","21","0.01552519963996562"
"25","25","0","5000","0.1","25","25","105","15","9","33","0.023620038213742325"
"30","25","0","5000","0.1","25","25","105","15","9","15","0.017179758091810146"
"28","25","0","5000","0.1","25","25","105","15","9","32","0.0140938979124274"
"26","25","0","5000","0.1","25","25","105","15","9","30","0.02416191633984879"
"27","25","0","5000","0.1","25","25","105","15","9","22","0.01980585898139006"
"23","25","0","5000","0.1","25","25","105","15","9","44","0.02139250553112878"
"28","25","0","5000","0.1","25","25","105","15","9","33","0.016401089605885127"
"25","25","0","5000","0.1","25","25","105","15","9","34","0.023620038213742325"
"29","25","0","5000","0.1","25","25","105","15","9","22","0.015562758877647645"
"30","25","0","5000","0.1","25","25","105","15","9","16","0.01676807180887489"
"26","25","0","5000","0.1","25","25","105","15","9","31","0.02493210547136893"
"28","25","0","5000","0.1","25","25","105","15","9","34","0.01640108960588513"
"27","25","0","5000","0.1","25","25","105","15","9","23","0.019366191915723165"
"25","25","0","5000","0.1","25","25","105","15","9","35","0.023620038213742325"
"26","25","0","5000","0.1","25","25","105","15","9","32","0.02493210547136893"
"29","25","0","5000","0.1","25","25","105","15","9","23","0.01580287208659143"
"28","25","0","5000","0.1","25","25","105","15","9","35","0.016667801672797012"
"23","25","0","5000","0.1","25","25","105","15","9","45","0.019710758314711342"
"26","25","0","5000","0.1","25","25","105","15","9","33","0.024932105471368936"
"27","25","0","5000","0.1","25","25","105","15","9","24","0.01843839101151812"
"30","25","0","5000","0.1","25","25","105","15","9","17","0.016768071808874893"
"26","25","0","5000","0.1","25","25","105","15","9","34","0.02153906513619507"
"29","25","0","5000","0.1","25","25","105","15","9","24","0.015802872086591434"
"28","25","0","5000","0.1","25","25","105","15","9","36","0.017561488492485944"
"25","25","0","5000","0.1","25","25","105","15","9","36","0.023620038213742322"
"23","25","0","5000","0.1","25","25","105","15","9","46","0.01899785686646185"
"30","25","0","5000","0.1","25","25","105","15","9","18","0.016768071808874886"
"26","25","0","5000","0.1","25","25","105","15","9","35","0.024678232219961075"
"27","25","0","5000","0.1","25","25","105","15","9","25","0.018105000381047252"
"29","25","0","5000","0.1","25","25","105","15","9","25","0.015802872086591434"
"28","25","0","5000","0.1","25","25","105","15","9","37","0.017561488492485944"
"30","25","0","5000","0.1","25","25","105","15","9","19","0.016768071808874893"
"29","25","0","5000","0.1","25","25","105","15","9","26","0.01580287208659143"
"28","25","0","5000","0.1","25","25","105","15","9","38","0.015995855170997855"
"25","25","0","5000","0.1","25","25","105","15","9","37","0.01953072686133657"
"30","25","0","5000","0.1","25","25","105","15","9","20","0.016768071808874893"
"26","25","0","5000","0.1","25","25","105","15","9","36","0.024494045264439625"
"23","25","0","5000","0.1","25","25","105","15","9","47","0.021128948145934846"
"29","25","0","5000","0.1","25","25","105","15","9","27","0.01580287208659143"
"27","25","0","5000","0.1","25","25","105","15","9","26","0.018105000381047252"
"28","25","0","5000","0.1","25","25","105","15","9","39","0.018547544654915708"
"30","25","0","5000","0.1","25","25","105","15","9","21","0.015265344511231965"
"26","25","0","5000","0.1","25","25","105","15","9","37","0.024494045264439625"
"27","25","0","5000","0.1","25","25","105","15","9","27","0.018105000381047245"
"23","25","0","5000","0.1","25","25","105","15","9","48","0.020683790220097455"
"25","25","0","5000","0.1","25","25","105","15","9","38","0.02330196761925965"
"30","25","0","5000","0.1","25","25","105","15","9","22","0.01810788942217438"
"28","25","0","5000","0.1","25","25","105","15","9","40","0.018123450357014834"
"26","25","0","5000","0.1","25","25","105","15","9","38","0.024494045264439625"
"27","25","0","5000","0.1","25","25","105","15","9","28","0.01810500038104725"
"29","25","0","5000","0.1","25","25","105","15","9","28","0.015802872086591434"
"26","25","0","5000","0.1","25","25","105","15","9","39","0.02475214552292885"
"23","25","0","5000","0.1","25","25","105","15","9","49","0.019176873164890973"
"28","25","0","5000","0.1","25","25","105","15","9","41","0.015793508745020182"
"30","25","0","5000","0.1","25","25","105","15","9","23","0.015054730730782687"
"25","25","0","5000","0.1","25","25","105","15","9","39","0.02190628904911386"
"29","25","0","5000","0.1","25","25","105","15","9","29","0.015802872086591434"
"27","25","0","5000","0.1","25","25","105","15","9","29","0.016897002029247984"
"25","25","0","5000","0.1","25","25","105","15","9","40","0.02190628904911386"
"26","25","0","5000","0.1","25","25","105","15","9","40","0.025762953661498438"
"30","25","0","5000","0.1","25","25","105","15","9","24","0.015052061899181313"
"23","25","0","5000","0.1","25","25","105","15","9","50","0.020758219849209655"
"28","25","0","5000","0.1","25","25","105","15","9","42","0.015424836368056683"
"29","25","0","5000","0.1","25","25","105","15","9","30","0.016044658423532747"
"25","25","0","5000","0.1","25","25","105","15","9","41","0.02190628904911386"
"28","25","0","5000","0.1","25","25","105","15","9","43","0.015424836368056683"
"27","25","0","5000","0.1","25","25","105","15","9","30","0.01712751643922267"
"30","25","0","5000","0.1","25","25","105","15","9","25","0.014926230938193277"
"26","25","0","5000","0.1","25","25","105","15","9","41","0.025673014301233487"
"29","25","0","5000","0.1","25","25","105","15","9","31","0.01761765675560006"
"25","25","0","5000","0.1","25","25","105","15","9","42","0.02190628904911386"
"27","25","0","5000","0.1","25","25","105","15","9","31","0.01776706544864095"
"28","25","0","5000","0.1","25","25","105","15","9","44","0.015587456501294257"
"29","25","0","5000","0.1","25","25","105","15","9","32","0.019413746474717202"
"26","25","0","5000","0.1","25","25","105","15","9","42","0.02550228046928237"
"30","25","0","5000","0.1","25","25","105","15","9","26","0.01502847769013574"
"28","25","0","5000","0.1","25","25","105","15","9","45","0.014441214134172424"
"25","25","0","5000","0.1","25","25","105","15","9","43","0.02190628904911386"
"29","25","0","5000","0.1","25","25","105","15","9","33","0.017841176444298692"
"30","25","0","5000","0.1","25","25","105","15","9","27","0.016070733883642566"
"27","25","0","5000","0.1","25","25","105","15","9","32","0.017564168111168947"
"28","25","0","5000","0.1","25","25","105","15","9","46","0.015512885377130081"
"30","25","0","5000","0.1","25","25","105","15","9","28","0.01534051077046535"
"26","25","0","5000","0.1","25","25","105","15","9","43","0.02592888079121596"
"29","25","0","5000","0.1","25","25","105","15","9","34","0.01937621776144463"
"25","25","0","5000","0.1","25","25","105","15","9","44","0.021906289049113858"
"30","25","0","5000","0.1","25","25","105","15","9","29","0.015662389529561397"
"27","25","0","5000","0.1","25","25","105","15","9","33","0.02043162964433538"
"29","25","0","5000","0.1","25","25","105","15","9","35","0.020912658443383934"
"30","25","0","5000","0.1","25","25","105","15","9","30","0.01571122086897752"
"28","25","0","5000","0.1","25","25","105","15","9","47","0.016717880383814384"
"26","25","0","5000","0.1","25","25","105","15","9","44","0.028205281370781956"
"25","25","0","5000","0.1","25","25","105","15","9","45","0.020579253184424905"
"29","25","0","5000","0.1","25","25","105","15","9","36","0.02034376135417099"
"30","25","0","5000","0.1","25","25","105","15","9","31","0.015304877839370368"
"28","25","0","5000","0.1","25","25","105","15","9","48","0.01758665863099585"
"25","25","0","5000","0.1","25","25","105","15","9","46","0.021053978358931746"
"29","25","0","5000","0.1","25","25","105","15","9","37","0.018973140766593493"
"26","25","0","5000","0.1","25","25","105","15","9","45","0.02914983854914271"
"28","25","0","5000","0.1","25","25","105","15","9","49","0.017586658630995847"
"27","25","0","5000","0.1","25","25","105","15","9","34","0.020084232662384387"
"30","25","0","5000","0.1","25","25","105","15","9","32","0.01859278996413571"
"29","25","0","5000","0.1","25","25","105","15","9","38","0.01682923848965917"
"28","25","0","5000","0.1","25","25","105","15","9","50","0.017020114809746592"
"26","25","0","5000","0.1","25","25","105","15","9","46","0.027011689530750477"
"29","25","0","5000","0.1","25","25","105","15","9","39","0.018782124631095357"
"25","25","0","5000","0.1","25","25","105","15","9","47","0.021031802834173986"
"27","25","0","5000","0.1","25","25","105","15","9","35","0.019498025650608982"
"26","25","0","5000","0.1","25","25","105","15","9","47","0.026626350926912935"
"25","25","0","5000","0.1","25","25","105","15","9","48","0.021281485136982425"
"30","25","0","5000","0.1","25","25","105","15","9","33","0.018281341447746235"
"29","25","0","5000","0.1","25","25","105","15","9","40","0.018782124631095357"
"30","25","0","5000","0.1","25","25","105","15","9","34","0.017470478407087004"
"25","25","0","5000","0.1","25","25","105","15","9","49","0.021281485136982425"
"27","25","0","5000","0.1","25","25","105","15","9","36","0.01969856331216952"
"29","25","0","5000","0.1","25","25","105","15","9","41","0.017661852655645068"
"30","25","0","5000","0.1","25","25","105","15","9","35","0.018085100573519693"
"26","25","0","5000","0.1","25","25","105","15","9","48","0.026600718693104396"
"25","25","0","5000","0.1","25","25","105","15","9","50","0.021086795833053062"
"29","25","0","5000","0.1","25","25","105","15","9","42","0.022263285118510903"
"27","25","0","5000","0.1","25","25","105","15","9","37","0.01911810462458462"
"30","25","0","5000","0.1","25","25","105","15","9","36","0.01808510057351969"
"29","25","0","5000","0.1","25","25","105","15","9","43","0.021525366962917434"
"26","25","0","5000","0.1","25","25","105","15","9","49","0.02420908461101041"
"29","25","0","5000","0.1","25","25","105","15","9","44","0.020789943639232603"
"30","25","0","5000","0.1","25","25","105","15","9","37","0.01766306696802284"
"27","25","0","5000","0.1","25","25","105","15","9","38","0.01894312370704844"
"26","25","0","5000","0.1","25","25","105","15","9","50","0.022616713796705105"
"29","25","0","5000","0.1","25","25","105","15","9","45","0.0207899436392326"
"30","25","0","5000","0.1","25","25","105","15","9","38","0.01686749570474909"
"29","25","0","5000","0.1","25","25","105","15","9","46","0.020328568648276268"
"27","25","0","5000","0.1","25","25","105","15","9","39","0.018943123707048443"
"29","25","0","5000","0.1","25","25","105","15","9","47","0.020328568648276268"
